Post_ID,Post_Type,Hashtags,Words_Count,Likes,Shares,Comments,Views,Follower_Count,Account_Age,Sentiment_Score,Day_of_Week,Engagement_Level,Engagement_Rate,Hashtag_Density,Influence_Score
b298e216-78d8-4a6f-a0e3-7977c352e362,Text,3,50,422.0,94,40,1513,16518,8,-0.91,Thursday,High,0.3674818241903503,0.06,132144
d9a4e641-4933-4825-b3a5-2cf05594c743,Video,13,229,280.0,76,28,1148,8814,10,-0.33,Sunday,High,0.3344947735191638,0.056768558951965066,88140
afcb9641-cd9e-4b5d-8cc1-1c31d4917ea7,Video,9,130,568.0,61,25,846,12346,6,-0.06,Sunday,Low,0.7730496453900709,0.06923076923076923,74076
db4b1023-acf4-4ef6-921b-5918d0d4c21f,Image,8,172,302.0,47,55,789,10211,6,-0.52,Monday,High,0.5120405576679341,0.046511627906976744,61266
02054693-5221-4ed4-9d85-2fab10ebb363,Image,16,298,553.0,35,56,1311,4579,2,-0.33,Wednesday,Low,0.49122807017543857,0.053691275167785234,9158
9e708ffb-c5bf-42b1-bdb6-edeeae548c6d,Mixed,10,284,528.0,68,39,776,2620,6,-0.54,Thursday,High,0.8182989690721649,0.035211267605633804,15720
c0f8572f-2ace-4335-81c6-4cb06232ae6c,Image,19,138,530.0,45,44,1748,11950,2,0.92,Sunday,High,0.35411899313501144,0.13768115942028986,23900
9a7ba701-1b87-42dd-a23b-00eb908d3fcc,Video,11,290,371.0,73,33,1890,16816,3,-0.97,Friday,High,0.2523809523809524,0.03793103448275862,50448
d55ad852-4187-4db4-9065-b6a2c1f30d46,Image,18,276,907.0,58,9,1178,11259,3,-0.85,Tuesday,Low,0.8268251273344652,0.06521739130434782,33777
547aa564-f623-45c7-9ad9-0d82fed47d0b,Video,20,154,571.0,58,15,1769,12496,10,0.13,Monday,High,0.3640474844544941,0.12987012987012986,124960
3000e2cd-2035-4966-8f16-88e8923b1378,Mixed,5,16,444.0,61,47,994,6381,5,-0.73,Sunday,Low,0.5553319919517102,0.3125,31905
efb13a2f-7d73-4b68-9ebe-c4cfbde4896f,Mixed,4,76,552.0,31,49,842,14059,7,-0.18,Friday,High,0.7505938242280285,0.05263157894736842,98413
3f8d5287-9e39-4f42-9d55-dd345b60c884,Video,9,39,345.0,29,45,1750,14010,3,-0.91,Tuesday,High,0.23942857142857144,0.23076923076923078,42030
9c72da82-b3d4-4ad2-bfed-2caa20f5f8f0,Mixed,16,165,422.0,28,35,1989,7215,2,-0.07,Tuesday,High,0.24384112619406736,0.09696969696969697,14430
5246126a-7a50-48f1-9dd0-cf8c758c0de6,Image,6,189,978.0,70,46,2181,12181,4,0.07,Sunday,High,0.5016047684548373,0.031746031746031744,48724
8f9b41a7-f0a1-4ddb-9127-3b5ff77b02c9,Text,19,233,346.0,31,29,1366,2934,6,0.48,Sunday,High,0.2972181551976574,0.0815450643776824,17604
7b7302b8-7041-46ba-ac4b-b80f0e51800b,Video,11,114,484.0,33,39,1631,12895,5,-0.79,Wednesday,Low,0.34089515634580014,0.09649122807017543,64475
cc3d42af-afdf-41e6-830d-44ebf5f7579a,Text,16,99,408.0,60,26,1355,7710,2,0.98,Thursday,Low,0.36457564575645757,0.16161616161616163,15420
fa9755a4-6c88-43d4-b345-544f4f88dc8e,Text,19,169,292.0,44,14,1901,5091,6,0.1,Sunday,Low,0.1841136244082062,0.11242603550295859,30546
19bb0842-161e-4db9-99ba-6266cda390da,Mixed,8,244,496.42685185185184,42,42,1416,11610,10,0.44,Monday,High,,0.03278688524590164,116100
0ee68c4c-14c9-4f96-8979-799455bd4521,Video,15,121,507.0,40,49,1602,2913,8,-0.56,Saturday,Low,0.37203495630461925,0.12396694214876033,23304
9350b69c-bf07-4b24-9f9b-041aadd944cc,Image,14,240,682.0,3,67,632,11369,1,-0.57,Friday,High,1.1898734177215189,0.058333333333333334,11369
283e7498-7b78-4225-b34e-a1ebba48dd0a,Video,6,190,662.0,30,33,1084,5470,10,-0.26,Monday,High,0.6688191881918819,0.031578947368421054,54700
42166207-c0d4-4edf-a126-932dbb673cca,Video,10,175,680.0,73,14,1606,4614,10,-0.93,Saturday,High,0.4775840597758406,0.05714285714285714,46140
77c3aeb2-cb52-4060-a355-be24e1ffea46,Text,4,106,316.0,39,25,1561,10239,7,-0.98,Monday,Low,0.24343369634849454,0.03773584905660377,71673
a8186271-3b4a-4621-9008-10c86fcb5da2,Mixed,5,137,628.0,11,27,1649,9309,3,0.17,Monday,High,0.40388114008489995,0.0364963503649635,27927
c8fa2213-98b2-4f76-a9c9-47098cf53a0d,Mixed,16,135,633.0,29,32,1260,15827,6,-0.76,Saturday,Low,0.5507936507936508,0.11851851851851852,94962
d8ffa62e-eb8b-4941-822a-9f5d6460ffa2,Video,15,16,295.0,57,37,873,4860,5,-0.44,Thursday,High,0.44558991981672397,0.9375,24300
a54deb87-e946-4f96-b7de-53affe7a84a6,Mixed,0,76,436.0,56,35,1170,15500,4,0.18,Tuesday,Low,0.45042735042735044,0.0,62000
23c03024-2a03-4eb5-86bc-664df3dbb4fc,Video,10,66,496.42685185185184,44,41,1223,5449,9,-0.1,Saturday,Low,,0.15151515151515152,49041
3962819c-03dc-4455-8d1e-91ae3f91cd99,Image,13,215,496.42685185185184,36,32,1320,13677,5,-0.58,Wednesday,High,,0.06046511627906977,68385
047fd245-8860-4fd9-8ac8-f27a69d3c32c,Text,5,223,633.0,21,0,716,14424,9,-0.32,Thursday,High,0.9134078212290503,0.02242152466367713,129816
355ec389-5a0c-4c52-b450-360ed81ecf52,Mixed,4,207,786.0,57,33,1067,11285,1,-0.53,Wednesday,High,0.8209934395501406,0.01932367149758454,11285
83a771ed-7134-4a1f-85aa-e876169187cf,Video,15,254,454.0,66,31,1155,6836,8,-0.76,Monday,High,0.47705627705627707,0.05905511811023622,54688
40688ba1-c116-4a82-96f4-d2607c301015,Text,2,29,590.0,75,38,78,3908,6,0.61,Thursday,High,9.012820512820513,0.06896551724137931,23448
c2224a25-4364-47d5-9bde-abab45e8f387,Image,0,275,697.0,27,24,1616,2192,3,0.58,Tuesday,Low,0.4628712871287129,0.0,6576
57a151b2-85d6-4e2e-8dba-002e23563800,Video,9,35,349.0,77,33,1282,17409,1,0.07,Tuesday,High,0.3580343213728549,0.2571428571428571,17409
39d91b8e-aae8-489d-846a-a92acabde5e6,Mixed,6,267,318.0,48,38,1332,8812,4,0.26,Sunday,High,0.3033033033033033,0.02247191011235955,35248
9098fdf4-3e08-4848-951d-b50671917bfb,Image,6,196,355.0,50,27,942,5581,5,0.52,Tuesday,High,0.4585987261146497,0.030612244897959183,27905
19526891-e200-4957-ab5d-85ac2f93c817,Image,3,13,430.0,67,40,1493,5427,5,-0.91,Wednesday,High,0.3596784996651038,0.23076923076923078,27135
c4373e44-9310-4386-b3cc-13ea6c7aad4d,Video,17,294,496.42685185185184,39,31,784,10671,8,0.38,Sunday,Low,,0.05782312925170068,85368
cadeb20c-f9e1-4e29-a77e-7a2af0151570,Image,14,228,364.0,6,32,862,8420,7,0.08,Sunday,Low,0.46635730858468677,0.06140350877192982,58940
8bb1f610-d761-4e0c-aea1-73074d067f60,Mixed,10,21,676.0,64,0,1514,2322,6,0.31,Thursday,Low,0.48877146631439894,0.47619047619047616,13932
dc87dcb6-f4bf-40a6-a734-896cc39a4110,Video,3,263,480.0,56,12,1378,13458,1,0.39,Tuesday,High,0.397677793904209,0.011406844106463879,13458
6c2bbf20-bfd0-4d63-84c9-1f60f2abc64f,Text,1,172,561.0,42,12,561,11339,5,-0.99,Friday,Low,1.0962566844919786,0.005813953488372093,56695
58a77fcb-c722-4dbc-ae95-1cc5a4f2b8e0,Image,19,280,389.0,62,33,1988,17359,8,0.68,Tuesday,High,0.24346076458752516,0.06785714285714285,138872
bb691ffd-3afb-43a9-b997-324199ab3c39,Mixed,14,256,376.0,66,49,820,14563,2,0.63,Friday,High,0.598780487804878,0.0546875,29126
1708407e-cc97-44db-83f5-f9f749a5614a,Mixed,19,149,557.0,19,28,1133,1,6,-0.57,Friday,High,0.5330979699911739,0.12751677852348994,6
9e360eb6-1e3f-4511-a7ae-cfabb56bd8dc,Text,5,299,525.0,50,42,2073,15667,9,-0.18,Wednesday,Low,0.29763627592860586,0.016722408026755852,141003
cc80fef1-0686-4bf2-ab12-a259d5824cd1,Text,2,175,655.0,4,39,170,14829,1,-0.34,Saturday,Low,4.105882352941176,0.011428571428571429,14829
a61b1758-f26a-462c-911c-62c53f09c661,Image,11,39,760.0,47,32,346,7054,3,-0.82,Sunday,High,2.4248554913294798,0.28205128205128205,21162
41dff912-fbba-47c6-84fd-85aea6407955,Image,20,43,361.0,42,38,1420,8269,10,0.17,Wednesday,Low,0.3105633802816901,0.46511627906976744,82690
3727773b-fabe-4a95-8cc7-4ce42c432260,Text,17,294,672.0,59,33,0,11646,1,0.85,Monday,High,,0.05782312925170068,11646
0adb33b0-fe9a-49e7-aa8d-3413be24e506,Mixed,7,52,284.0,28,27,178,5943,10,-0.44,Monday,Low,1.904494382022472,0.1346153846153846,59430
4832b81b-eb10-4da5-bbe9-6e0bfcca6c1e,Video,11,290,914.0,41,35,1787,9029,1,-0.15,Monday,Low,0.5540011191941802,0.03793103448275862,9029
55ea6528-ee9f-439c-b002-ea59704bdeaa,Video,20,62,342.0,0,51,995,14000,5,-0.3,Thursday,High,0.3949748743718593,0.3225806451612903,70000
52bd42db-8e0d-488f-a8ac-e798a5941df7,Mixed,0,277,638.0,61,37,2298,12070,7,-0.29,Friday,High,0.3202785030461271,0.0,84490
3ee30f58-1267-4b1b-b99b-98302f438037,Mixed,6,86,282.0,48,33,682,7332,4,-0.1,Saturday,Low,0.532258064516129,0.06976744186046512,29328
c3832172-c3ce-4a1a-9d76-1fd01f453e9e,Text,8,267,469.0,51,16,1040,14091,8,0.39,Sunday,High,0.5153846153846153,0.0299625468164794,112728
543bf492-0bd3-4b1d-8e1b-87f376da1034,Image,9,49,809.0,20,51,1470,11211,7,-0.95,Friday,High,0.5986394557823129,0.1836734693877551,78477
964a386f-0980-4bf0-aefe-a9efc79be0d0,Mixed,13,298,336.0,57,8,1435,11074,7,-0.8,Tuesday,Low,0.2794425087108014,0.0436241610738255,77518
4d9f3077-ef79-401e-af8d-4b522053833f,Image,18,244,940.0,83,4,1072,7940,1,0.25,Tuesday,Low,0.9580223880597015,0.07377049180327869,7940
54834a83-cd09-4067-8bc3-e56d850da3cf,Text,9,102,498.0,46,35,875,9973,5,-0.96,Saturday,High,0.6617142857142857,0.08823529411764706,49865
0133d2f2-60b0-4250-b860-3c114b7c57ba,Image,11,42,496.42685185185184,63,16,1315,6903,7,-0.45,Wednesday,High,,0.2619047619047619,48321
1824cc1a-2383-4ba6-ae81-20de3ab3afe9,Image,19,225,580.0,32,46,1888,2237,6,-0.66,Saturday,High,0.3485169491525424,0.08444444444444445,13422
c9cf87e0-4e09-4d98-8e24-7237840aff9f,Mixed,12,146,591.0,48,4,1581,8880,6,-0.69,Thursday,Low,0.40670461733080326,0.0821917808219178,53280
2339e7f4-8a7f-49e7-9e09-72ce97d6c1d0,Mixed,8,243,214.0,19,44,883,9511,9,0.47,Tuesday,High,0.31370328425821065,0.03292181069958848,85599
18c9fec8-577f-4eea-b502-b96ecf0d7b1c,Video,17,236,405.0,65,42,704,10549,7,0.46,Monday,High,0.7272727272727273,0.07203389830508475,73843
a4d882c8-0f6b-4532-8912-5fd69acb1a05,Image,17,82,739.0,53,31,853,14848,7,-0.61,Tuesday,High,0.9648300117233294,0.2073170731707317,103936
cfd1b9b5-9292-4387-a447-42f4ce53aa8c,Video,20,174,431.0,25,0,563,7390,6,-0.58,Thursday,Low,0.8099467140319716,0.11494252873563218,44340
0868b1e1-f672-4bd7-bba7-094fc485396e,Mixed,6,42,527.0,33,4,1273,8528,3,-0.73,Monday,High,0.4430479183032207,0.14285714285714285,25584
cd783ca0-a8e8-4f81-9796-e559203d1265,Video,2,98,496.42685185185184,51,33,1606,13064,6,-0.08,Thursday,High,,0.02040816326530612,78384
108c58a9-cadb-4aa4-bfe9-1fc01d23da43,Text,18,299,392.0,68,26,1164,6989,5,0.32,Friday,Low,0.4175257731958763,0.06020066889632107,34945
27d5fabe-15b2-482c-9798-35b37f9bebe7,Mixed,4,178,724.0,79,40,2059,10614,9,-0.55,Sunday,High,0.409422049538611,0.02247191011235955,95526
baaf2fa4-4d06-4b83-baba-457b0842124e,Mixed,3,237,496.42685185185184,47,28,2087,8366,4,-0.73,Sunday,Low,,0.012658227848101266,33464
ffe7ed7d-b97e-4210-8c4e-b23a41af1335,Image,6,275,643.0,22,27,1353,9025,8,-0.76,Wednesday,High,0.5114560236511456,0.02181818181818182,72200
927b9419-b62e-4233-80b1-37ccfe77453a,Image,8,226,535.0,54,0,1550,13032,5,0.82,Monday,High,0.38,0.035398230088495575,65160
fe9831e0-5992-4df7-9a00-9370c28a06cc,Video,5,15,452.0,85,42,749,8506,5,-0.59,Thursday,High,0.7730307076101469,0.3333333333333333,42530
63dc96b5-657d-4f4d-8b3a-31177575865d,Image,8,210,444.0,17,20,1019,13162,2,0.25,Monday,Low,0.47203140333660454,0.0380952380952381,26324
300aad73-f2bd-478a-a015-e116a5bf84dd,Video,18,299,401.0,30,24,1836,2190,8,0.76,Monday,Low,0.24782135076252723,0.06020066889632107,17520
621054ac-4b38-40c3-b83d-ff36d8f16a1b,Image,3,155,419.0,62,13,910,4281,2,-0.4,Sunday,Low,0.5428571428571428,0.01935483870967742,8562
8767790e-248b-441e-8229-5d1a6b8df01e,Image,4,8,685.0,53,6,1943,727,6,0.37,Wednesday,Low,0.3829130211013896,0.5,4362
e094dae3-5d36-4cb2-bf8e-86f1769b6dba,Image,16,204,413.0,39,52,1756,5336,9,-0.69,Friday,Low,0.2870159453302961,0.0784313725490196,48024
8a0a1a66-601b-4ce1-82f9-4fc76caa7f17,Text,18,14,496.42685185185184,54,41,1575,17427,2,-0.87,Saturday,Low,,1.2857142857142858,34854
aff30ea3-ab68-45d5-98c4-3b81e68eaa72,Video,20,9,559.0,69,42,613,9929,1,0.8,Saturday,High,1.0929853181076672,2.2222222222222223,9929
72e537b2-6d83-4fcf-90fd-f7d8c90154f1,Image,12,120,384.0,48,26,1044,7114,3,-0.05,Sunday,Low,0.4386973180076628,0.1,21342
3e4ab3ea-6633-4574-989f-18aa635ba33d,Image,10,170,694.0,46,3,1522,13131,2,-0.98,Monday,Low,0.48817345597897505,0.058823529411764705,26262
f6abe833-96e2-4613-97a3-75a506179e89,Text,18,223,496.42685185185184,61,61,707,13696,4,-0.25,Monday,Low,,0.08071748878923767,54784
51bc47d9-6501-45c8-9c1c-278d7484621c,Video,18,82,169.0,44,36,1104,5116,2,0.07,Monday,High,0.22554347826086957,0.21951219512195122,10232
67758848-5bcb-436f-a5ae-143da40762f7,Mixed,19,137,293.0,72,32,1576,19992,3,0.37,Friday,High,0.2519035532994924,0.1386861313868613,59976
4b503eb6-33ef-48cd-bd3f-b7c98c53de0f,Mixed,8,119,496.42685185185184,90,24,915,11105,6,0.79,Wednesday,High,,0.06722689075630252,66630
45c79b7c-681a-47d1-be48-affaed59b510,Mixed,19,172,183.0,32,0,776,11609,2,-0.78,Monday,High,0.2770618556701031,0.11046511627906977,23218
33f9fc8a-009d-45bc-bade-7174e4653558,Image,15,277,918.0,24,47,299,11988,3,0.53,Friday,High,3.3076923076923075,0.05415162454873646,35964
79878ca4-c3bc-481b-b235-95fe811adcd2,Video,6,239,496.42685185185184,57,14,1006,11980,10,-0.58,Tuesday,High,,0.02510460251046025,119800
81004c6a-a13d-4c0f-b5eb-4e13409d3249,Text,5,107,497.0,24,38,1586,7514,4,-0.69,Sunday,High,0.3524590163934426,0.04672897196261682,30056
adcf0dd9-81b8-41b2-8cf4-469e3029f49d,Mixed,0,299,431.0,23,41,763,18450,2,-0.78,Thursday,High,0.6487549148099607,0.0,36900
2080fbb6-72a2-4a27-bb47-d3651fbecd18,Video,7,186,380.0,9,35,1208,8859,2,-0.54,Sunday,High,0.3509933774834437,0.03763440860215054,17718
e513e145-2553-493d-b742-b9acf80f1180,Video,6,300,107.0,42,37,1087,13830,1,0.63,Monday,Low,0.17111315547378106,0.02,13830
be97e90b-28a4-4f6c-9f33-63e040f6cc10,Video,2,83,153.0,49,50,866,8100,1,-0.47,Sunday,Low,0.2909930715935335,0.024096385542168676,8100
4267a478-f49d-47fc-bb0d-e6d82c814382,Text,19,101,880.0,39,18,1618,7390,6,0.04,Saturday,High,0.5791100123609394,0.18811881188118812,44340
2ebb4c08-c31b-49d5-a885-5a3d80b7a63d,Text,4,80,814.0,77,32,2021,17607,10,0.11,Monday,Low,0.45670460168233545,0.05,176070
5eb2e815-f78b-4592-a947-978dcedb5e63,Text,4,110,496.42685185185184,76,26,1702,9566,2,0.35,Wednesday,High,,0.03636363636363636,19132
f25f9d22-f3ce-4a2d-90d0-f564f1661765,Image,5,162,681.0,88,2,852,9863,3,0.9,Tuesday,High,0.9049295774647887,0.030864197530864196,29589
e747cea8-0358-442c-aa93-db01e2a650a1,Image,15,97,601.0,50,34,2196,11134,10,0.86,Thursday,High,0.31193078324225865,0.15463917525773196,111340
f94b69f1-75b1-420d-b5e5-681ef4c37731,Video,0,56,624.0,73,48,1700,20407,8,0.8,Monday,Low,0.43823529411764706,0.0,163256
a27d8de7-e2e6-47e2-af89-99e791aad9bd,Mixed,10,18,214.0,56,50,971,18675,6,0.83,Saturday,Low,0.329557157569516,0.5555555555555556,112050
0ffedbd3-df7f-44d1-a074-bc5cbd187536,Text,2,278,138.0,54,57,812,15135,2,0.97,Monday,High,0.3066502463054187,0.007194244604316547,30270
1480affb-099f-4881-a0e7-1e3fb3c62914,Video,1,25,736.0,40,3,1760,21414,10,0.77,Saturday,Low,0.4426136363636364,0.04,214140
41920866-b979-4170-afc4-2248fa7f6dd2,Video,4,70,104.0,4,54,1286,6221,2,-0.69,Wednesday,High,0.12597200622083982,0.05714285714285714,12442
00185df9-4623-4671-8fbc-c6901c4f9221,Text,16,281,470.0,62,32,774,12623,1,0.99,Tuesday,Low,0.7286821705426356,0.05693950177935943,12623
ca158335-ad6b-46f0-b4be-6e213ca42e81,Image,14,183,426.0,73,54,1125,10303,3,0.07,Sunday,High,0.4915555555555556,0.07650273224043716,30909
9334fb19-e287-4364-9150-eef5502dbf74,Video,13,40,407.0,19,24,996,2923,4,0.13,Sunday,Low,0.45180722891566266,0.325,11692
de2c2773-13dd-4c6b-8afb-b24df31f517b,Video,15,172,496.42685185185184,49,22,787,11852,2,0.91,Sunday,High,,0.0872093023255814,23704
2a99e866-85e0-47aa-8ecd-a618542ca41d,Text,10,166,364.0,69,11,1707,8036,3,-0.15,Thursday,Low,0.2601054481546573,0.060240963855421686,24108
194418f1-3e20-465b-9ec0-737d269db0ac,Mixed,9,122,579.0,42,41,1590,16134,2,0.22,Monday,High,0.41635220125786165,0.07377049180327869,32268
746bb1d8-9e68-4e9a-a158-05030069239e,Video,16,111,528.0,73,37,1619,8419,2,0.59,Sunday,Low,0.39407041383570107,0.14414414414414414,16838
75862a84-096e-4019-9fce-0730803def4e,Image,3,108,919.0,47,13,1612,8192,1,-0.44,Friday,High,0.6073200992555832,0.027777777777777776,8192
1f04cfe8-4193-40d5-ab07-f57971268d3b,Mixed,7,160,222.0,39,0,741,16132,7,-0.48,Tuesday,High,0.3522267206477733,0.04375,112924
0a0a175f-3de2-47d7-b2a7-5c69b1bd8d7f,Image,17,88,505.0,75,36,898,9738,4,-0.57,Tuesday,High,0.6859688195991092,0.19318181818181818,38952
07e0093e-be88-422a-9d05-e69714ebf097,Text,12,222,586.0,31,37,1929,14651,4,0.47,Monday,High,0.3390357698289269,0.05405405405405406,58604
95cc0d0a-b1ea-4e22-8b9d-b69f58796f95,Image,12,143,448.0,35,15,1254,11697,1,0.54,Monday,Low,0.39712918660287083,0.08391608391608392,11697
2c4d464e-a125-43d2-b5db-220e3c193175,Image,12,124,232.0,32,12,464,11751,2,-0.96,Thursday,Low,0.5948275862068966,0.0967741935483871,23502
7f2cc8b8-3938-4b11-985e-03af90043655,Text,15,116,496.42685185185184,27,39,1308,9023,7,-0.19,Monday,Low,,0.12931034482758622,63161
f162c3fe-096a-471b-b937-af45300187c6,Image,11,186,567.0,53,57,1527,12008,6,-0.25,Sunday,Low,0.44335297969875576,0.05913978494623656,72048
2fe876b8-07c0-4e1b-8eb4-7cb3fe9fc217,Video,9,18,246.0,39,22,1462,9474,9,0.07,Thursday,High,0.20998632010943913,0.5,85266
5ae853fa-13d7-40ba-ad48-9c93cb608a88,Image,16,75,587.0,59,16,731,6784,4,0.85,Friday,High,0.905608755129959,0.21333333333333335,27136
68c691d2-33ba-4e8d-90b4-b5861dab5da2,Text,10,230,840.0,15,34,2143,9582,8,0.75,Wednesday,High,0.4148390107326178,0.043478260869565216,76656
a58edd53-29b5-4ecb-859b-c99b98624670,Mixed,16,68,492.0,27,39,449,15151,4,-0.77,Saturday,Low,1.242761692650334,0.23529411764705882,60604
32178bf6-9447-4138-8684-f50dcf91bf30,Image,2,197,499.0,51,24,1255,12144,8,0.39,Monday,Low,0.45737051792828687,0.01015228426395939,97152
38e60283-3791-4262-a6c2-faca8420b9e7,Mixed,19,18,813.0,79,60,2068,13073,10,0.8,Monday,High,0.46034816247582205,1.0555555555555556,130730
05887a41-e80a-42b4-84d8-8d8c74f981ad,Video,6,232,305.0,57,43,1495,10005,3,-0.54,Thursday,Low,0.2709030100334448,0.02586206896551724,30015
a840cb4a-a4f5-4d5a-a55c-3eef8188c70b,Mixed,5,111,845.0,38,24,1618,2248,8,0.4,Wednesday,High,0.5605686032138443,0.04504504504504504,17984
ee4469e3-db96-472c-b4b7-3bdcdbded034,Image,20,199,694.0,20,6,673,5114,5,0.9,Saturday,Low,1.0698365527488856,0.10050251256281408,25570
cb0d84e9-2f79-4c71-ac65-9488ab2bec61,Image,8,30,315.0,37,49,1373,8843,10,-0.77,Sunday,High,0.2920611798980335,0.26666666666666666,88430
d77c40bc-fcca-4fbd-85bd-1122928bf176,Image,4,233,366.0,49,47,1181,5459,1,-0.04,Saturday,High,0.3911939034716342,0.017167381974248927,5459
dc7cc689-085c-4e17-89e2-38c4cc7ccaef,Text,13,229,395.0,2,25,634,7902,8,0.82,Monday,High,0.6656151419558359,0.056768558951965066,63216
df0bfece-5392-4385-bb95-499c5285af8a,Video,17,209,133.0,25,35,1632,7757,3,0.16,Friday,High,0.11825980392156862,0.08133971291866028,23271
e24bf8ea-b65e-4499-865c-be786c359724,Video,14,106,496.42685185185184,35,27,790,7878,9,0.48,Friday,Low,,0.1320754716981132,70902
5f4bb41d-bd58-4d11-aff6-33f15b598a80,Video,15,110,324.0,44,37,849,15748,1,-0.73,Sunday,High,0.47703180212014135,0.13636363636363635,15748
49a897cd-8a20-4c71-919a-efb2572e9625,Image,8,199,559.0,48,14,1416,9788,2,0.04,Wednesday,Low,0.4385593220338983,0.04020100502512563,19576
a071fc1c-01a1-4dad-a63b-a2eca2ad736b,Image,3,68,241.0,37,12,1128,13738,3,0.08,Friday,High,0.2570921985815603,0.04411764705882353,41214
eea4b975-0460-475d-a007-bbb6c19dc31d,Text,17,52,684.0,60,42,1284,10655,4,-0.54,Saturday,Low,0.6121495327102804,0.3269230769230769,42620
c185eef6-0f89-4caf-a7a8-35e92b1ae7c3,Text,13,94,647.0,52,44,1097,15662,5,-0.75,Wednesday,Low,0.6773017319963537,0.13829787234042554,78310
69dc3264-c726-48df-977c-ac3498ba400b,Mixed,20,264,358.0,42,22,1906,14083,3,0.82,Saturday,High,0.22140608604407136,0.07575757575757576,42249
8893756d-eb45-402a-b10f-a2d346b0fa38,Mixed,11,269,571.0,62,18,737,7633,9,0.02,Wednesday,Low,0.8833107191316146,0.040892193308550186,68697
b6c4fef6-657e-4e41-8f3a-157977c9953b,Text,5,67,516.0,61,47,967,17846,10,0.21,Tuesday,Low,0.6452947259565667,0.07462686567164178,178460
826c2138-22ab-4073-a2c6-2b257308e716,Text,0,88,796.0,20,19,1440,8181,4,0.77,Sunday,Low,0.5798611111111112,0.0,32724
dc5f7709-ead3-4a84-8b93-1d12487a60c7,Mixed,11,112,293.0,49,30,706,10800,2,-0.52,Saturday,High,0.5269121813031161,0.09821428571428571,21600
a0ebaa8e-d1b1-429a-b1ce-6defc0135299,Text,14,66,469.0,67,28,683,11508,2,0.1,Tuesday,Low,0.8257686676427526,0.21212121212121213,23016
b61b3042-2064-40da-bc2f-40e1be71e7a5,Text,11,255,371.0,71,7,1268,11953,4,-0.32,Sunday,Low,0.35410094637223977,0.043137254901960784,47812
d7d7f0ef-2bba-44f9-9707-2ab9f67c1399,Mixed,13,188,508.0,57,32,1633,13184,3,0.08,Friday,Low,0.3655848132271892,0.06914893617021277,39552
0ced26fd-a7f8-44d3-9aa3-fd0a0a8fb871,Image,6,167,606.0,45,31,1698,6972,6,-0.48,Friday,High,0.4016489988221437,0.03592814371257485,41832
60c97b1a-e21f-47d7-bb9d-8ab3e9a281c7,Text,19,217,369.0,58,35,1245,12849,4,-0.34,Thursday,Low,0.3710843373493976,0.08755760368663594,51396
a8c2c002-0a31-4cf7-8425-eb9cfab00cd2,Image,17,102,427.0,66,32,863,12324,3,-0.73,Thursday,Low,0.608342989571263,0.16666666666666666,36972
bc67303d-1222-45a3-9a0b-039d10e5e850,Text,6,112,693.0,52,62,1337,10001,7,-0.64,Friday,Low,0.6035901271503366,0.05357142857142857,70007
bfe56300-36a5-490b-891c-13045e2d689c,Mixed,12,51,771.0,54,47,1483,9241,10,-0.14,Friday,High,0.5879973027646662,0.23529411764705882,92410
3b04e842-5c2d-48b2-87dd-354088b52351,Image,11,264,598.0,45,30,1330,6767,5,0.7,Friday,High,0.5060150375939849,0.041666666666666664,33835
7f7e4242-1659-4224-bf08-53a50dd4326c,Text,5,189,472.0,23,31,1817,11921,10,-0.59,Tuesday,High,0.2894881673087507,0.026455026455026454,119210
abe3a718-e091-4584-b22d-112f48aaad7f,Image,0,249,453.0,46,56,692,7358,7,0.61,Sunday,Low,0.8020231213872833,0.0,51506
d96ff1bf-a7c1-4234-b76b-2c68f33236d3,Video,6,135,609.0,36,42,851,10951,9,-0.56,Sunday,High,0.8072855464159812,0.044444444444444446,98559
c7f55400-f119-4cb6-94f0-5ca15f236a88,Mixed,14,265,545.0,36,11,1747,9594,5,0.27,Thursday,Low,0.3388666285060103,0.052830188679245285,47970
cabc7941-1f9f-48fe-831c-268048ee2edd,Video,11,62,170.0,78,44,463,4663,4,0.04,Wednesday,Low,0.6306695464362851,0.1774193548387097,18652
b4aa7624-2a0d-4833-b7f5-42ac99d8ba53,Video,16,238,614.0,69,48,930,6266,7,0.25,Tuesday,High,0.7860215053763441,0.06722689075630252,43862
edf1ec84-1d91-4f0e-8e01-4f90d6f2248f,Text,6,13,496.42685185185184,16,54,834,11619,5,-0.86,Friday,High,,0.46153846153846156,58095
d5786acc-9596-483c-bd5c-a3523a0e3051,Mixed,0,8,216.0,28,23,417,7902,6,0.44,Wednesday,Low,0.6402877697841727,0.0,47412
df3891ce-04dc-48c1-948b-07eb37afe4c8,Image,18,199,166.0,42,22,1106,7766,4,0.09,Wednesday,Low,0.20795660036166366,0.09045226130653267,31064
c7ac9381-a29c-4637-86fe-7b7ac58cc0ca,Video,9,220,456.0,37,15,1573,6944,9,0.48,Thursday,Low,0.322949777495232,0.04090909090909091,62496
b5aafc3b-01a5-41f8-a5f0-ee858a51482a,Mixed,10,209,296.0,56,34,1278,7079,1,-0.36,Sunday,Low,0.30203442879499215,0.04784688995215311,7079
8be3732b-cc76-4e32-b5a8-2bc98f4fd14b,Text,3,56,34.0,25,40,1599,16570,5,-0.67,Monday,High,0.06191369606003752,0.05357142857142857,82850
